Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ETON,"Eton Pharmaceuticals, Inc.",7.4,130446667.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
GASS,"StealthGas, Inc.",3.25,130406848,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
JG,Aurora Mobile Limited,5.34,130234253.58,24388437,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ALYA,Alithya Group inc.,2.67,129497411.01,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya
WATT,Energous Corporation,4.25,129287261,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
MBCN,Middlefield Banc Corp.,39.62,129031286.02,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
QTRH,Quarterhill Inc.,1.08,128299103.28,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/qtrh
HFBC,"HopFed Bancorp, Inc.",19.29,128257030.23,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/hfbc
CBFV,"CB Financial Services, Inc.",23.55,127953955.95,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv
RADA,RADA Electronic Industries Ltd.,3.36,127905200.64,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/rada
GNMA,iShares GNMA Bond ETF,50.1,127755000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnma
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,33.16,127677672.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb
YGTY,SSLJ.com Limited,2.9,127600000,n/a,2018,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ygty
FLXS,"Flexsteel Industries, Inc.",16.12,127254149.36,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs
VLYPP,Valley National Bancorp,27.65,127190000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypp
ULBI,Ultralife Corporation,8.01,126050710.68,n/a,1992,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi
NXTG,First Trust Indxx NextG ETF,49.41,125995598.82,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nxtg
TRCB,Two River Bancorp,14.5,125704299,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb
NVAX,"Novavax, Inc.",5.35,125578912.9,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
USAP,"Universal Stainless & Alloy Products, Inc.",14.29,125354895.19,n/a,1994,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/usap
WILC,"G. Willi-Food International,  Ltd.",9.45,125126627.85,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wilc
PLBC,Plumas Bancorp,24.1785,124605350.46,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/plbc
UGLD,Credit Suisse AG,115.17,123984305.61,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld
RDVT,"Red Violet, Inc.",12.02,123645088.26,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rdvt
XONE,The ExOne Company,7.56,123639634.44,n/a,2013,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone
CZWI,"Citizens Community Bancorp, Inc.",11.25,123639288.75,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/czwi
PNTR,Pointer Telocation Ltd.,15.1,123222221.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr
PRTK,"Paratek Pharmaceuticals, Inc. ",3.79,122856552.83,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk
MAMS,"MAM Software Group, Inc.",9.7,122359437.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
NYMX,Nymox Pharmaceutical Corporation,1.79,121587540,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
RBKB,"Rhinebeck Bancorp, Inc.",10.89,121241528.1,n/a,2019,Finance,Banks,https://www.nasdaq.com/symbol/rbkb
AVEO,"AVEO Pharmaceuticals, Inc.",0.7538,121165413.2398,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
FJP,First Trust Japan AlphaDEX Fund,48.3879,120969846.7758,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
PBPB,Potbelly Corporation,5.05,120914998.2,n/a,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pbpb
REED,"Reeds, Inc.",3.59,120842458.68,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/reed
MRAM,"Everspin Technologies, Inc.",7.02,120265095.6,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
SHLO,"Shiloh Industries, Inc.",5.06,120233012.9,n/a,1993,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/shlo
LUNA,Luna Innovations Incorporated,4.27,120184329.51,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
AVDL,Avadel Pharmaceuticals plc,2.79,118665716.85,42532515,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
CYBE,CyberOptics Corporation,16.68,118539339,n/a,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe
SND,"Smart Sand, Inc.",2.89,118396557.63,n/a,2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/snd
ASUR,Asure Software Inc,7.68,118309363.2,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
CIZ,VictoryShares Developed Enhanced Volatility Wtd ETF,31.97,118291014.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ciz
SECO,Secoo Holding Limited,7.98,117654869.64,14743718,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,35.12,117652000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrs
VSTM,"Verastem, Inc.",1.59,117464333.01,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vstm
DINT,Davis Select International ETF,17.6998,116818680,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
ICBK,"County Bancorp, Inc.",17.22,115619453.88,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk
APTO,"Aptose Biosciences, Inc.",2.17,115429806.03,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
GIFI,"Gulf Island Fabrication, Inc.",7.49,114120463.73,n/a,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gifi
AUBN,"Auburn National Bancorporation, Inc.",31.85,114047460.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BCLI,Brainstorm Cell Therapeutics Inc.,3.84,113243942.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli
SESN,"Sesen Bio, Inc.",1.4,113070693.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sesn
OPOF,Old Point Financial Corporation,21.68,112775284.16,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/opof
LMST,"Limestone Bancorp, Inc.",15.05,112282240.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
NTIC,Northern Technologies International Corporation,24.5988,111614791.9104,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
FBIO,"Fortress Biotech, Inc.",1.71,111544377.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio
STCN,"Steel Connect, Inc.",1.8,111243952.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/stcn
CGO,Calamos Global Total Return Fund,12.85,111233172.3,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/cgo
FXNC,First National Corporation,22.38,111082839.06,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fxnc
GARS,Garrison Capital Inc.,6.92,111061515.84,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/gars
SVBI,Severn Bancorp Inc,8.66,110632253.42,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/svbi
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,23.45,110215000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwfi
RDCM,Radcom Ltd.,8.01,110041948.71,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm
ABDC,Alcentra Capital Corp.,8.54,109957333.64,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abdc
MYFW,"First Western Financial, Inc.",13.75,109778157.5,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw
APTX,Aptinyx Inc.,3.27,109748429.97,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
MCRB,"Seres Therapeutics, Inc.",2.67,109723201.44,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
UTSI,UTStarcom Holdings Corp,3.08,109698311.8,n/a,2000,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/utsi
SAL,"Salisbury Bancorp, Inc.",39.0125,109574642.825,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
CIZN,Citizens Holding Company,22.291,109494060.73,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cizn
PCYG,"Park City Group, Inc.",5.5,109292056.5,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
PXLW,"Pixelworks, Inc.",2.91,109251203.79,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw
MNTX,"Manitex International, Inc.",5.55,109239057.15,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MWK,"Mohawk Group Holdings, Inc.",6.22,109103825.76,n/a,2019,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mwk
CXDC,China XD Plastics Company Limited,2.1401,109035614.6241,n/a,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.7899,108611797.5798,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
MRBK,Meridian Corporation,16.95,108598582.2,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
NK,"NantKwest, Inc.",1.1,108541568.3,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nk
EPSN,Epsilon Energy Ltd.,3.95,108171275.35,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn
IVAC,"Intevac, Inc.",4.71,108142217.01,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
SBFG,"SB Financial Group, Inc.",16.75,108044551.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
CDOR,"Condor Hospitality Trust, Inc.",9.0625,108032023.4375,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor
XNET,Xunlei Limited,2.77,107774110.17,38907621,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet
PLW,Invesco 1-30 Laddered Treasury ETF,34.16,107604000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plw
TYME,"Tyme Technologies, Inc.",0.9601,107484094.6137,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme
ZVO,Zovio Inc.,3.55,107271663.5,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/zvo
AQST,"Aquestive Therapeutics, Inc.",4.27,106643843.53,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
TOUR,Tuniu Corporation,2.99,106477096.31,35611069,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour
PRN,Invesco DWA Industrials Momentum ETF,66.45,106320000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prn
EQ,"Equillium, Inc.",6.1,105995039.6,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EBMT,"Eagle Bancorp Montana, Inc.",16.55,105981119.15,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
VRTSP,"Virtus Investment Partners, Inc.",92.07,105880500,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrtsp
CRVS,"Corvus Pharmaceuticals, Inc.",3.61,105870109,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs
LRAD,LRAD Corporation,3.23,105207941.14,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
TGA,TransGlobe Energy Corporation,1.45,105186002.95,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga
REFR,Research Frontiers Incorporated,3.39,105059578.14,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,20.945,104725041.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln
FEIM,"Frequency Electronics, Inc.",11.98,104581590.36,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim
ICAD,icad inc.,6,104280684,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/icad
MAGS,Magal Security Systems Ltd.,4.5,104147932.5,n/a,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
KOPN,Kopin Corporation,1.235,103904963.89,n/a,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
SOHO,Sotherly Hotels Inc.,7.29,103681135.62,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/soho
VIOT,"Viomi Technology Co., Ltd",8.82,103194000,11700000,2018,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/viot
GFED,"Guaranty Federal Bancshares, Inc.",23,103113738,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gfed
VLYPO,Valley National Bancorp,25.7,102800000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/vlypo
INMB,INmune Bio Inc.,10,102624730,n/a,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/inmb
ALNA,"Allena Pharmaceuticals, Inc.",4.93,102623195.52,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
IDSY,"I.D. Systems, Inc.",5.63,102544696.14,n/a,1999,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/idsy
KBLM,KBL Merger Corp. IV,10.48,102169278.96,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
LARK,Landmark Bancorp Inc.,23.26,101695418.16,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,61.5285,101522148.057,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfem
CLDB,Cortland Bancorp,23.1,101272132.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb
BKSC,Bank of South Carolina Corp.,18.35,101231903.75,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
KINS,"Kingstone Companies, Inc",9.39,101124403.08,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
CEMI,"Chembio Diagnostics, Inc.",5.86,100595449.74,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi
HMNF,"HMN Financial, Inc.",20.75,100509306.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/hmnf
FLGT,"Fulgent Genetics, Inc.",5.4813,100440908.8518,n/a,2016,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/flgt
CRUSC,Calvert Management Series,99.98,99980000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crusc
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.71,99741541.87,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SMSI,"Smith Micro Software, Inc.",3.09,99089984.04,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smsi
CACG,ClearBridge All Cap Growth ETF,31.9,98890000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cacg
SVRA,"Savara, Inc.",2.62,98829381.56,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.32,98748000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susb
CMFN,CM Finance Inc,7.24,98606555.6,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn
UONE,"Urban One, Inc. ",2.136,97814428.992,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uone
IMUX,"Immunic, Inc. ",9.79,97766846.21,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/imux
STRT,Strattec Security Corporation,25.9,97255069.8,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/strt
EMKR,EMCORE Corporation,3.39,97180313.01,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
TRVN,"Trevena, Inc.",1.05,96971319.9,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn
RMBL,"RumbleOn, Inc.",4.21,96775775.2,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
MDWD,MediWound Ltd.,3.56,96756666.84,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
EKSO,"Ekso Bionics Holdings, Inc.",1.3,96636662.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
UONEK,"Urban One, Inc. ",2.11,96623803.92,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/uonek
RIVE,Riverview Financial Corporation,10.54,96580813.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rive
VOXX,VOXX International Corporation,3.99,96554225.46,n/a,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/voxx
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,54.9593,96178884.9186,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqxt
KBWP,Invesco KBW Property & Casualty Insurance ETF,71.22,96147000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwp
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,37.6537,96006806.1547,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csf
CSBR,"Champions Oncology, Inc.",8.25,95825994,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
NTRP,"Neurotrope, Inc.",7.4,95810538,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ntrp
CORV,Correvio Pharma Corp.,2.4,95650802.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv
CPIX,Cumberland Pharmaceuticals Inc.,6.15,95553349.5,n/a,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix
YRIV,Yangtze River Port and Logistics Limited ,0.538,95516615.764,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/yriv
PTMN,Portman Ridge Finance Corporation,2.55,95257955.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptmn
ITRM,Iterum Therapeutics plc,6.6,94836838.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
DRRX,DURECT Corporation,0.5836,94753255.7316,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
LYTS,LSI Industries Inc.,3.65,94672495.5,n/a,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
RIBT,RiceBran Technologies,2.86,94464804.72,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
MITO,Stealth BioTherapeutics Corp.,13.3,94273485.6,7088232,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mito
ARCT,Arcturus Therapeutics Holdings Inc.,8.76,94270941.48,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arct
SREV,"ServiceSource International, Inc.",1.01,94241020.41,n/a,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/srev
GEC,"Great Elm Capital Group, Inc. ",3.71,93997628.48,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec
BRQS,"Borqs Technologies, Inc. ",3,93910050,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/brqs
BLCM,"Bellicum Pharmaceuticals, Inc.",2.04,93858494.64,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/blcm
BRPA,Big Rock Partners Acquisition Corp.,10.38,93788490,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/brpa
SXTC,"China SXT Pharmaceuticals, Inc.",3.51,93740520.51,n/a,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sxtc
ICLK,iClick Interactive Asia Group Limited,3.72,93623233.92,25167536,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
SELB,"Selecta Biosciences, Inc.",2.09,93606972.25,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
ATXI,"Avenue Therapeutics, Inc.",5.64,93394153.08,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
LAKE,"Lakeland Industries, Inc.",11.6137,93070333.608,n/a,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake
FALN,iShares Fallen Angels USD Bond ETF,26.565,92977500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faln
VBIV,"VBI Vaccines, Inc.",0.9513,92905753.1031,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vbiv
SPKEP,"Spark Energy, Inc.",24.96,92533109.76,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/spkep
EYES,"Second Sight Medical Products, Inc.",0.7445,92465381.9645,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
GRIN,Grindrod Shipping Holdings Ltd.,4.8427,92320424.0691,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/grin
OXLCO,Oxford Lane Capital Corp.,25.4042,91861612.6042,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlco
STKS,"The ONE Group Hospitality, Inc.",3.2,91612416,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks
SFBC,"Sound Financial Bancorp, Inc.",35.61,91297915.08,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sfbc
AGFS,"AgroFresh Solutions, Inc.",1.77,91072222.41,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs
NHTC,Natural Health Trends Corp.,8.11,91037393.86,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/nhtc
SRTS,"Sensus Healthcare, Inc.",5.49,90685148.58,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/srts
SLNO,"Soleno Therapeutics, Inc.",2.85,90563264.4,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/slno
INFI,"Infinity Pharmaceuticals, Inc.",1.59,90511589.52,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/infi
ALSK,"Alaska Communications Systems Group, Inc.",1.68,90358154.88,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
TGEN,Tecogen Inc.,3.63,90168277.98,n/a,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen
AMRK,"A-Mark Precious Metals, Inc.",12.79,89932245.5,n/a,n/a,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
MOTS,"Motus GI Holdings, Inc.",4.19,89879174.63,n/a,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
GOODM,Gladstone Commercial Corporation,25.59,89809512.45,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodm
USAK,"USA Truck, Inc.",10.51,89741158.95,n/a,1992,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/usak
HWCC,Houston Wire & Cable Company,5.4,89706938.4,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hwcc
LSBK,"Lake Shore Bancorp, Inc.",15,89700750,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
NYMTO,"New York Mortgage Trust, Inc.",24.87,89532000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nymto
SNSR,Global X Internet of Things ETF,19.865,89402690.745,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snsr
SURF,"Surface Oncology, Inc.",3.21,89377721.67,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/surf
EXFO,EXFO Inc,3.75,89062196.25,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
GECC,Great Elm Capital Corp.,8.84,88987630.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gecc
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",7.4,88706834,n/a,2017,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse
TEDU,"Tarena International, Inc.",2.465,88586807.645,35937853,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu
SANW,S&W Seed Company,2.66,88520062.54,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
ZIV,Credit Suisse AG,74.5,88506000,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv
RNDB,"Randolph Bancorp, Inc.",15,88399395,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/rndb
EWZS,iShares MSCI Brazil Small-Cap ETF,16.99,88348000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewzs
